=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     letter
Instances:    16000
Attributes:   17
              x-box
              y-box
              width
              high
              onpix
              x-bar
              y-bar
              x2bar
              y2bar
              xybar
              x2ybr
              xy2br
              x-ege
              xegvy
              y-ege
              yegvx
              class
Test mode:    10-fold cross-validation

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 9.4 seconds

=== Predictions on test data ===

    inst#     actual  predicted error prediction
      598        5:E        5:E       1 
      599        5:E        5:E       0.99 
      600        5:E        5:E       1 
      601        5:E        5:E       1 
      602        5:E        5:E       1 
      603        5:E        5:E       0.91 
      604        5:E        5:E       0.98 
      605        5:E        5:E       1 
      606        5:E        5:E       1 
      607        5:E        5:E       0.52 
      608        5:E        5:E       0.62 
      609        5:E        5:E       0.99 
      610        5:E        5:E       0.64 
      611       26:Z       26:Z       1 
      612       26:Z       26:Z       0.62 
      613       26:Z       26:Z       0.97 
      614       26:Z       18:R   +   0.45 
      615       26:Z       26:Z       0.93 
      616       26:Z       26:Z       1 
      617       26:Z       26:Z       0.88 
      618       26:Z       26:Z       0.98 
      619       26:Z       26:Z       1 
      620       26:Z       26:Z       1 
      621       26:Z       26:Z       1 
      622       26:Z       26:Z       1 
      623       26:Z       26:Z       0.93 
      624       26:Z       26:Z       0.43 
      625       26:Z       26:Z       1 
      626       26:Z       26:Z       0.94 
      627       26:Z       26:Z       1 
      628       26:Z       26:Z       0.45 
      629       26:Z       26:Z       1 
      630       26:Z       26:Z       0.92 
      631       26:Z       26:Z       1 
      632       26:Z       26:Z       0.96 
      633       26:Z       26:Z       1 
      634       26:Z       26:Z       1 
      635       26:Z       26:Z       1 
      636       26:Z       26:Z       1 
      637       26:Z       26:Z       1 
      638       26:Z        5:E   +   0.66 
      639       26:Z       26:Z       1 
      640       26:Z       26:Z       0.92 
      641       26:Z       26:Z       0.75 
      642       26:Z       26:Z       0.6 
      643       26:Z       26:Z       0.99 
      644       26:Z       26:Z       0.91 
      645       26:Z       26:Z       1 
      646       26:Z       26:Z       0.38 
      647       26:Z       26:Z       0.84 
      648       26:Z       26:Z       0.94 
      649       26:Z       26:Z       0.35 
      650       26:Z       26:Z       0.9 
      651       26:Z       26:Z       0.98 
      652       26:Z       26:Z       1 
      653       26:Z       26:Z       1 
      654       26:Z       26:Z       0.9 
      655       26:Z       26:Z       1 
      656       26:Z       26:Z       1 
      657       26:Z       26:Z       1 
      658       26:Z       26:Z       0.46 
      659       26:Z       26:Z       0.98 
      660       26:Z       26:Z       1 
      661       26:Z       26:Z       1 
      662       26:Z       26:Z       1 
      663       26:Z       26:Z       0.97 
      664       26:Z       26:Z       0.66 
      665       26:Z       26:Z       0.83 
      666       26:Z       26:Z       0.35 
      667       26:Z       26:Z       1 
      668       26:Z       26:Z       0.47 
      669        7:G        7:G       0.77 
      670        7:G        7:G       0.82 
      671        7:G        7:G       0.76 
      672        7:G        7:G       0.74 
      673        7:G        7:G       0.8 
      674        7:G        7:G       0.64 
      675        7:G        7:G       1 
      676        7:G        7:G       0.36 
      677        7:G        7:G       0.6 
      678        7:G        7:G       0.86 
      679        7:G        7:G       0.81 
      680        7:G        7:G       0.61 
      681        7:G        7:G       0.78 
      682        7:G        7:G       0.74 
      683        7:G        7:G       1 
      684        7:G        7:G       0.96 
      685        7:G        7:G       0.84 
      686        7:G        7:G       1 
      687        7:G        7:G       0.22 
      688        7:G        7:G       0.44 
      689        7:G        7:G       0.79 
      690        7:G        7:G       0.95 
      691        7:G        7:G       0.41 
      692        7:G        7:G       0.61 
      693        7:G        7:G       0.66 
      694        7:G        7:G       1 
      695        7:G        7:G       0.96 
      696        7:G        7:G       0.54 
      697        7:G        7:G       0.93 
      698        7:G        7:G       0.82 
      699        7:G        7:G       0.74 
      700        7:G        7:G       1 
      701        7:G        7:G       0.99 
      702        7:G        7:G       0.72 
      703        7:G        7:G       0.71 
      704        7:G        7:G       0.59 
      705        7:G        7:G       0.76 
      706        7:G        7:G       0.93 
      707        7:G        2:B   +   0.66 
      708        7:G        7:G       0.75 
      709        7:G        7:G       1 
      710        7:G        7:G       0.81 
      711        7:G        7:G       0.67 
      712        7:G        7:G       0.92 
      713        7:G        7:G       1 
      714        7:G        7:G       0.94 
      715        7:G        7:G       0.92 
      716        7:G        7:G       0.94 
      717        7:G        5:E   +   0.47 
      718        7:G        7:G       0.97 
      719        7:G        7:G       0.95 
      720        7:G        7:G       0.82 
      721        7:G        7:G       0.99 
      722        7:G        7:G       0.66 
      723        7:G        7:G       0.6 
      724        7:G        7:G       0.89 
      725        7:G        7:G       0.56 
      726        7:G        7:G       0.65 
      727        7:G        7:G       1 
      728       11:K       11:K       0.99 
      729       11:K       11:K       0.81 
      730       11:K       11:K       0.97 
      731       11:K       11:K       0.98 
      732       11:K       11:K       0.75 
      733       11:K       11:K       0.68 
      734       11:K       11:K       0.99 
      735       11:K       11:K       0.81 
      736       11:K       11:K       1 
      737       11:K       24:X   +   0.48 
      738       11:K       11:K       0.99 
      739       11:K       11:K       0.59 
      740       11:K       11:K       0.99 
      741       11:K       11:K       0.59 
      742       11:K       11:K       0.99 
      743       11:K       11:K       1 
      744       11:K       11:K       0.96 
      745       11:K       11:K       0.97 
      746       11:K       11:K       0.78 
      747       11:K       11:K       0.33 
      748       11:K       11:K       0.72 
      749       11:K       11:K       0.79 
      750       11:K       11:K       0.86 
      751       11:K       11:K       0.74 
      752       11:K       11:K       0.4 
      753       11:K       11:K       0.64 
      754       11:K       11:K       0.94 
      755       11:K       11:K       0.72 
      756       11:K       11:K       0.75 
      757       11:K       11:K       1 
      758       11:K       11:K       0.54 
      759       11:K       11:K       1 
      760       11:K       11:K       0.91 
      761       11:K       18:R   +   0.2 
      762       11:K       11:K       0.99 
      763       11:K       11:K       0.46 
      764       11:K       11:K       0.95 
      765       11:K       11:K       0.49 
      766       11:K       11:K       0.69 
      767       11:K       11:K       0.45 
      768       11:K       11:K       1 
      769       11:K       11:K       0.78 
      770       11:K       11:K       0.73 
      771       11:K       11:K       0.99 
      772       11:K       11:K       1 
      773       11:K       11:K       0.88 
      774       11:K       11:K       0.69 
      775       11:K       11:K       0.99 
      776       11:K       11:K       1 
      777       11:K       11:K       0.86 
      778       11:K       11:K       0.36 
